time,Wind,Precip,Temp
19610,5.36,0.0,65.38
19611,5.42,0.0,50.42
19612,4.95,0.0,62.86
19613,3.1,0.0,46.42
19614,9.01,0.0,60.67
19615,7.4,0.0,72.27
19616,5.27,0.0,58.38
19617,13.61,0.0,57.26
19618,10.41,0.031,42.52
19619,3.76,0.0,59.62
19620,4.35,0.0,66.32
19621,10.65,0.0,64.01
19622,9.37,0.0,59.26
19623,4.43,0.0,59.04
19624,1.9,0.0,75.43
19625,10.41,0.0,52.99
19626,2.56,0.0079,63.86
19627,11.3,0.0,45.01
19628,10.04,0.0,56.45
19629,5.85,0.0,47.46
19630,7.3,0.0,57.94
19631,7.23,0.0,50.66
19632,4.33,0.0,59.2
19633,2.73,0.0,68.82
19634,3.81,0.0,74.21
19635,3.94,0.0,66.38
19636,3.2,0.0,48.21
19637,3.71,0.0,41.61
19638,6.27,0.0,64.77
19639,1.67,0.0,65.01
19640,2.32,0.0,56.08
19641,9.41,0.0,44.02
19642,5.62,0.0,53.58
19643,1.89,0.0,42.93
19644,1.21,0.0,64.74
19645,3.5,0.0,66.28
19646,1.61,0.0,49.17
19647,3.83,0.0,42.25
19648,2.73,0.0051,48.98
19649,13.55,0.0,52.51
19650,-0.04,0.0,66.18
19651,4.81,0.0,50.87
19652,7.61,0.0,64.37
19653,6.25,0.0,54.09
19654,3.05,0.0,50.43
19655,2.6,0.0,46.0
19656,5.66,0.0,69.14
19657,8.35,0.0,53.89
19658,2.77,0.0126,45.79
19659,2.04,0.0,56.58
19660,2.21,0.0066,53.18
19661,13.25,0.0,60.9
19662,3.82,0.0,50.92
19663,4.63,0.0,53.65
19664,21.09,0.0,53.91
19665,10.42,0.0,71.63
19666,6.35,0.0,66.93
19667,9.43,0.0,58.41
19668,6.64,0.0,51.23
19669,13.76,0.0,63.03
19670,6.98,0.0015,60.25
19671,8.28,0.0,49.71
19672,4.89,0.0,53.51
19673,7.17,0.0,57.83
19674,6.23,0.0,54.97
19675,12.3,0.0,69.59
19676,6.41,0.0,51.32
19677,12.81,0.0,50.31
19678,8.83,0.0,61.25
19679,-0.26,0.0,57.52
19680,4.79,0.0,58.46
19681,8.44,0.0,56.35
19682,2.79,0.0,57.85
19683,1.38,0.0,61.57
19684,17.56,0.0,54.87
19685,4.53,0.0,48.3
19686,4.75,0.0,69.15
19687,6.93,0.0,51.44
19688,1.68,0.0,47.06
19689,4.15,0.0,56.75
19690,14.33,0.0004,72.28
19691,3.82,0.0,60.73
19692,6.5,0.0,64.53
19693,3.09,0.0,62.1
19694,7.23,0.0327,69.09
19695,12.98,0.0,57.15
19696,5.91,0.0,61.1
19697,2.19,0.0,44.69
19698,22.28,0.0,62.13
19699,11.67,0.0,60.92
19700,6.2,0.0,55.91
19701,4.88,0.0,55.2
19702,16.39,0.0,56.18
19703,13.69,0.0,58.69
19704,2.82,0.0,59.18
19705,21.2,0.0,59.37
19706,6.92,0.0,64.07
19707,8.31,0.0,61.43
19708,4.61,0.0,80.44
19709,2.81,0.0,49.97
19710,12.53,0.0003,72.49
19711,5.74,0.0,56.72
19712,2.57,0.0008,56.86
19713,3.35,0.0,63.79
19714,9.46,0.0,41.26
19715,8.65,0.0,63.8
19716,6.25,0.0,60.74
19717,3.8,0.0,58.97
19718,3.33,0.0,52.14
19719,3.91,0.104,57.88
19720,6.76,0.0046,73.04
19721,10.83,0.0028,43.42
19722,4.4,0.0,63.42
19723,5.42,0.0,69.3
19724,4.1,0.0,58.33
19725,4.14,0.0105,67.37
19726,2.68,0.0,55.36
19727,13.52,0.0,52.29
19728,5.07,0.0,53.48
19729,7.02,0.0,61.03
19730,2.95,0.0,39.1
19731,2.23,0.0,69.26
19732,1.82,0.0,51.24
19733,2.62,0.0,56.4
19734,-0.41,0.0,45.98
19735,3.52,0.0,51.04
19736,2.59,0.0,43.99
19737,2.06,0.0071,47.37
19738,3.12,0.0,60.95
19739,5.38,0.0,64.66
19740,9.5,0.0058,49.06
19741,1.63,0.001,61.18
19742,11.48,0.0,52.97
19743,3.85,0.0033,59.19
19744,9.82,0.0,58.92
19745,3.55,0.0,48.65
19746,5.13,0.0,56.26
19747,6.46,0.0008,76.18
19748,2.17,0.0,48.02
19749,7.53,0.0004,61.49
19750,6.87,0.0,54.86
19751,0.88,0.0,50.6
19752,1.79,0.0,65.63
19753,1.34,0.0,53.68
19754,1.35,0.0,68.33
19755,8.47,0.0,71.2
19756,7.28,0.0,57.2
19757,2.74,0.0,57.17
19758,2.85,0.0,60.58
19759,3.07,0.0,68.94
19760,2.03,0.0064,54.0
19761,3.39,0.0,63.04
19762,5.57,0.0,57.78
19763,3.6,0.0,56.1
19764,1.85,0.0,65.7
19765,7.89,0.0,43.86
19766,6.04,0.0,51.55
19767,3.38,0.0,67.78
19768,7.25,0.0,59.96
19769,2.49,0.0,68.4
19770,2.92,0.0,65.82
19771,15.26,0.0,54.84
19772,7.29,0.0,62.38
19773,1.61,0.0,56.8
19774,2.56,0.004,56.06
19775,5.14,0.0,50.49
19776,7.67,0.0,63.11
19777,5.26,0.0,65.31
19778,4.23,0.0,60.81
19779,13.42,0.0,50.06
19780,3.62,0.0,54.21
19781,0.83,0.0,63.12
19782,5.3,0.0,58.82
19783,4.48,0.0,55.01
19784,3.76,0.0,44.95
19785,6.19,0.0,51.06
19786,1.06,0.0,65.66
19787,10.18,0.0,56.52
19788,7.28,0.0,53.78
19789,2.27,0.0,71.39
19790,6.41,0.0026,54.19
19791,1.47,0.0,53.19
19792,0.61,0.0,45.01
19793,5.85,0.0,51.29
19794,7.14,0.0,70.62
19795,7.19,0.0,70.49
19796,2.68,0.0,54.62
19797,3.29,0.0099,65.05
19798,5.67,0.001,67.51
19799,7.18,0.0,59.53
19800,4.03,0.0,55.75
19801,2.23,0.0,51.88
19802,1.93,0.0,68.1
19803,2.64,0.0,59.21
19804,2.15,0.0,54.7
19805,5.01,0.0,43.96
19806,6.6,0.0,56.29
19807,6.84,0.0,65.87
19808,5.83,0.0,60.76
19809,1.42,0.0,60.07
19810,9.98,0.0128,67.82
19811,4.32,0.0,64.18
19812,3.86,0.0,70.51
19813,10.1,0.0,67.22
19814,11.15,0.0,60.85
19815,3.75,0.0,56.53
19816,7.21,0.0,36.55
19817,5.33,0.0,53.76
19818,5.6,0.0,54.79
19819,6.77,0.0,56.01
19820,6.73,0.0,53.44
19821,4.86,0.0,53.3
19822,6.45,0.0,48.03
19823,8.49,0.0,56.91
19824,4.88,0.0,60.49
19825,3.45,0.0,61.18
19826,9.87,0.0,70.6
19827,8.17,0.0,45.46
19828,2.19,0.0,54.51
19829,4.83,0.0,70.48
19830,9.54,0.0057,62.59
19831,3.28,0.0,47.07
19832,13.04,0.0,58.94
19833,4.96,0.0,57.26
19834,10.23,0.0,58.65
19835,28.85,0.0,56.42
19836,5.85,0.0,47.84
19837,5.1,0.0,69.48
19838,11.71,0.0,51.17
19839,3.47,0.0,53.08
19840,8.15,0.0,62.16
19841,7.33,0.0,67.19
19842,6.92,0.0,51.74
19843,5.6,0.0,67.46
19844,8.29,0.0,62.14
19845,9.63,0.0868,61.74
19846,3.48,0.0,45.95
19847,6.22,0.0,64.5
19848,6.72,0.0,55.3
19849,5.81,0.0,58.4
19850,10.05,0.0,57.17
19851,8.11,0.0,59.47
19852,3.18,0.0018,51.45
19853,6.46,0.0,60.74
19854,6.28,0.0,53.59
19855,4.55,0.0,59.16
19856,4.61,0.0,52.07
19857,5.92,0.0,65.96
19858,3.3,0.0,71.1
19859,6.58,0.0,71.97
19860,9.65,0.0,48.13
19861,5.6,0.0,79.59
19862,4.24,0.0,58.91
19863,2.43,0.0109,70.11
19864,1.6,0.0,51.79
19865,10.5,0.0,43.41
19866,2.98,0.0,55.87
19867,7.66,0.0,63.46
19868,7.85,0.0,70.73
19869,5.38,0.0,62.07
19870,3.37,0.0,63.79
19871,9.08,0.0,61.07
19872,8.31,0.0,58.74
19873,9.03,0.0,54.85
19874,3.62,0.0,66.4
19875,2.81,0.0,36.84
19876,9.17,0.0,57.07
19877,6.59,0.0,67.67
19878,4.93,0.0,48.86
19879,8.82,0.0,61.12
19880,6.54,0.0,53.27
19881,9.46,0.0,53.29
19882,8.54,0.0015,60.44
19883,6.6,0.0,59.8
19884,1.93,0.0,57.42
19885,1.92,0.0,45.66
19886,4.1,0.0,54.15
19887,3.34,0.0,52.76
19888,10.43,0.0,68.45
19889,7.17,0.0,67.7
19890,1.88,0.0,70.73
19891,3.27,0.0,53.83
19892,4.04,0.0,62.11
19893,9.71,0.0,58.92
19894,4.86,0.0015,52.92
19895,2.21,0.0,58.26
19896,9.27,0.0,56.86
19897,2.45,0.0,58.37
19898,2.02,0.0,62.02
19899,1.03,0.0,50.35
19900,4.95,0.0024,53.99
19901,12.19,0.0,50.34
19902,1.44,0.0,68.25
19903,13.13,0.0,57.2
19904,7.43,0.0,63.92
19905,6.42,0.0,47.86
19906,2.16,0.0,64.0
19907,7.55,0.0382,60.78
19908,13.69,0.0,54.43
19909,1.77,0.0,58.94
19910,4.11,0.0309,48.08
19911,9.02,0.0,64.36
19912,12.77,0.0,49.67
19913,9.85,0.0,49.23
19914,10.53,0.0,41.22
19915,6.58,0.0,72.32
19916,8.11,0.0,56.53
19917,6.65,0.0,62.69
19918,6.12,0.0,59.87
19919,4.2,0.0,48.33
19920,3.25,0.0,70.38
19921,1.85,0.0,43.05
19922,4.17,0.0,54.57
19923,4.7,0.0006,52.98
19924,4.83,0.0,48.13
19925,21.89,0.0014,37.24
19926,3.02,0.0,60.63
19927,4.1,0.0,56.55
19928,12.16,0.0,64.57
19929,9.67,0.0,60.71
19930,0.64,0.0,35.5
19931,2.31,0.0,62.01
19932,6.82,0.0,57.61
19933,1.52,0.0,51.75
19934,14.59,0.0,69.76
19935,4.27,0.0,57.64
19936,18.89,0.0,58.57
19937,7.03,0.0,53.11
19938,10.07,0.0,66.33
19939,3.87,0.0,63.36
19940,5.17,0.0,67.74
19941,4.64,0.0,56.95
19942,13.61,0.0,58.73
19943,2.16,0.0,59.6
19944,7.44,0.0,45.04
19945,5.16,0.0,56.08
19946,1.6,0.0,70.11
19947,4.64,0.0,57.3
19948,1.38,0.0,53.15
19949,6.92,0.0,66.56
19950,6.3,0.0213,44.94
19951,2.4,0.0,60.97
19952,15.82,0.0,57.49
19953,8.96,0.0,63.15
19954,7.25,0.0,61.94
19955,3.63,0.0,63.53
19956,5.02,0.0,49.4
19957,6.03,0.0,52.22
19958,12.64,0.0,61.71
19959,2.36,0.0,65.31
19960,15.94,0.0009,79.24
19961,6.32,0.0,63.93
19962,5.91,0.0,55.56
19963,6.24,0.0027,68.93
19964,7.79,0.0,43.18
19965,12.97,0.0,60.86
19966,7.29,0.0039,56.16
19967,3.02,0.0531,50.54
19968,2.95,0.0,57.91
19969,16.38,0.0,58.2
19970,2.51,0.0,56.19
19971,8.1,0.0,62.83
19972,2.66,0.0114,58.44
19973,2.41,0.0,54.64
19974,2.72,0.0,62.19
19975,10.78,0.0,44.01
19976,3.09,0.0025,51.05
19977,2.77,0.0,58.29
19978,0.12,0.0,59.25
19979,3.42,0.0,50.8
19980,3.37,0.0,69.37
19981,10.16,0.0,67.25
19982,2.98,0.0056,51.42
19983,1.62,0.0,64.52
19984,4.93,0.0,33.93
19985,7.68,0.0,56.87
19986,5.61,0.0,56.62
19987,1.63,0.0,63.22
19988,25.0,0.0,65.4
19989,2.42,0.0,53.18
19990,4.81,0.0,54.57
19991,7.55,0.0027,71.24
19992,5.71,0.0,61.5
19993,3.57,0.0018,76.3
19994,4.87,0.0,52.85
19995,13.45,0.0,47.18
19996,18.12,0.0,54.37
19997,12.37,0.0,56.94
19998,13.02,0.0,47.68
19999,6.3,0.0,44.48
20000,6.05,0.0,54.14
20001,7.81,0.0,55.83
20002,9.98,0.0,46.45
20003,6.79,0.0,68.19
20004,15.58,0.0,46.28
20005,4.62,0.0,66.24
20006,4.49,0.0,59.21
20007,2.55,0.0,67.26
20008,6.2,0.0,51.16
20009,9.82,0.0,68.82
20010,4.43,0.0,68.85
20011,6.9,0.0,73.82
20012,7.11,0.0,71.2
20013,9.55,0.0,65.12
20014,7.54,0.0,63.9
20015,3.54,0.0,50.54
20016,1.72,0.0,55.77
20017,7.39,0.0,49.02
20018,9.21,0.0016,46.8
20019,21.32,0.0,56.86
20020,9.67,0.0,53.0
20021,5.89,0.0,61.81
20022,2.36,0.0,62.55
20023,8.82,0.0,38.97
20024,6.91,0.0,62.79
20025,2.09,0.0,62.34
20026,0.42,0.0053,52.38
20027,13.07,0.0,56.7
20028,5.49,0.0,58.89
20029,2.23,0.0,62.09
20030,7.58,0.0,55.14
20031,11.69,0.0,55.0
20032,1.84,0.0,57.19
20033,11.07,0.0,48.19
20034,10.21,0.0,57.0
20035,4.37,0.0,67.77
20036,3.32,0.0,50.54
20037,7.2,0.0,66.12
20038,6.66,0.0,61.54
20039,10.48,0.0,54.03
20040,10.45,0.0,55.35
20041,4.89,0.0,42.32
20042,8.18,0.0,53.86
20043,4.03,0.0,54.01
20044,2.29,0.0,60.68
20045,3.27,0.0045,53.32
20046,4.85,0.0,61.22
20047,14.69,0.0,63.4
20048,3.7,0.0,67.71
20049,6.34,0.0,55.99
20050,0.99,0.0,44.45
20051,7.8,0.0233,84.66
20052,3.25,0.0,53.44
20053,3.22,0.0,58.88
20054,8.46,0.0,55.44
20055,-0.56,0.0,52.83
20056,4.91,0.0,48.36
20057,9.53,0.0,62.8
20058,2.78,0.0,59.58
20059,3.87,0.0,63.43
20060,7.31,0.0,53.98
20061,8.49,0.0,61.25
20062,2.43,0.0,71.59
20063,4.3,0.0,46.62
20064,5.51,0.0,74.72
20065,7.15,0.0,29.75
20066,11.59,0.0,50.67
20067,5.09,0.0,60.72
20068,7.66,0.0,49.11
20069,2.36,0.0,55.88
20070,10.95,0.0,59.6
20071,11.69,0.0,58.78
20072,4.8,0.0,51.11
20073,4.0,0.0,56.24
20074,2.96,0.0,71.9
20075,2.01,0.0,46.39
20076,15.88,0.0,48.47
20077,4.69,0.0028,68.12
20078,6.17,0.0,48.18
20079,1.57,0.0,58.77
20080,4.79,0.0,55.31
20081,10.24,0.0,48.09
20082,3.16,0.0,42.75
20083,4.01,0.0,66.13
20084,8.21,0.0,60.6
20085,7.41,0.0,42.51
20086,3.08,0.0,53.62
20087,6.36,0.0078,39.04
20088,9.37,0.0,55.06
20089,5.2,0.0,53.56
20090,9.4,0.0,56.28
20091,1.43,0.0,52.97
20092,21.95,0.0132,52.81
20093,7.12,0.0259,52.4
20094,11.42,0.0205,44.82
20095,7.59,0.0,59.62
20096,7.22,0.0,41.03
20097,3.87,0.0,57.07
20098,1.97,0.0,51.36
20099,6.41,0.0,61.7
20100,4.69,0.0,55.84
20101,7.54,0.0,61.9
20102,3.14,0.0081,55.74
20103,8.13,0.0,59.99
20104,3.81,0.0,50.34
20105,4.54,0.0,56.77
20106,4.67,0.0,55.44
20107,8.73,0.0,55.44
20108,4.06,0.0,52.15
20109,9.13,0.0,50.96
20110,11.95,0.0,65.14
20111,6.77,0.0,51.39
20112,8.94,0.0,61.82
20113,3.15,0.0,54.47
20114,5.1,0.0,40.07
20115,2.95,0.0,60.07
20116,3.71,0.0016,61.2
20117,7.41,0.0,59.14
20118,7.84,0.0011,70.17
20119,5.82,0.0,77.0
20120,3.72,0.0,45.15
20121,3.65,0.003,60.51
20122,3.03,0.0,49.15
20123,2.38,0.0,51.76
20124,5.64,0.0,54.86
20125,6.0,0.0,66.81
20126,12.38,0.0,52.57
20127,9.87,0.0,56.16
20128,7.17,0.0,56.13
20129,7.93,0.0,56.2
20130,2.15,0.0,64.33
20131,3.06,0.0,66.07
20132,7.36,0.0,51.55
20133,4.24,0.0,60.51
20134,10.99,0.0,51.74
20135,6.38,0.0,60.31
20136,7.05,0.0,56.2
20137,2.68,0.0,59.9
20138,2.53,0.0,66.64
20139,2.39,0.0,49.9
20140,4.33,0.0,55.77
20141,5.59,0.0,69.67
20142,9.11,0.0,69.42
20143,6.32,0.0,59.61
20144,7.16,0.0,54.97
20145,4.5,0.0,51.29
20146,3.58,0.0,51.68
20147,3.1,0.0,39.28
20148,5.45,0.0,58.68
20149,12.7,0.0,54.96
20150,4.54,0.0,71.6
20151,17.27,0.0,48.88
20152,7.67,0.0,57.56
20153,2.67,0.0,60.74
20154,11.66,0.0,64.13
20155,1.55,0.0,55.72
20156,7.02,0.0005,54.84
20157,3.67,0.0,53.36
20158,10.26,0.0,63.15
20159,4.17,0.0,47.42
20160,11.41,0.0,61.1
20161,12.44,0.0,63.2
20162,6.28,0.0,66.98
20163,7.63,0.0,40.64
20164,2.08,0.0,57.56
20165,10.42,0.0,51.11
20166,5.56,0.0,62.19
20167,6.67,0.0,48.75
20168,10.81,0.0,46.67
20169,5.36,0.0,49.34
20170,7.0,0.0,64.96
20171,4.44,0.0,79.28
20172,5.78,0.0,69.51
20173,7.22,0.0,52.6
20174,2.93,0.0,61.38
20175,5.24,0.0,58.13
20176,1.8,0.0,59.92
20177,3.28,0.0,68.65
20178,8.86,0.0,67.43
20179,12.89,0.0,55.07
20180,4.87,0.0,61.39
20181,-0.68,0.0,66.53
20182,7.42,0.0,60.89
20183,2.07,0.0,58.15
20184,2.19,0.0158,56.36
20185,19.04,0.0,53.71
20186,6.99,0.0065,69.63
20187,7.65,0.0,55.58
20188,6.16,0.0,58.23
20189,9.05,0.0,49.39
20190,5.46,0.0,35.99
20191,6.34,0.0,67.88
20192,11.37,0.0,76.22
20193,3.5,0.0,60.79
20194,4.71,0.0,49.81
20195,9.41,0.0,70.94
20196,11.8,0.0004,66.96
20197,5.03,0.0,51.15
20198,4.91,0.0,64.78
20199,7.11,0.0031,53.55
20200,10.0,0.0,53.81
20201,4.1,0.0,50.43
20202,5.0,0.0,48.95
20203,4.5,0.0,64.44
20204,8.06,0.0,59.56
20205,8.07,0.0,57.64
20206,7.68,0.0,45.46
20207,3.6,0.0,52.7
20208,8.4,0.0,69.43
20209,5.24,0.0,70.38
20210,10.38,0.0,54.48
20211,0.88,0.0014,54.39
20212,4.71,0.0089,57.01
20213,15.24,0.0,67.05
20214,2.51,0.0,68.42
20215,7.57,0.0,63.35
20216,8.5,0.0,69.42
20217,4.5,0.0069,60.66
20218,1.87,0.0,66.26
20219,1.49,0.0,51.73
20220,5.56,0.0,63.73
20221,1.87,0.0,56.5
20222,1.58,0.0,61.0
20223,5.71,0.0,51.18
20224,3.67,0.0,48.59
20225,4.97,0.0,41.48
20226,6.04,0.0,58.26
20227,2.89,0.0,54.69
20228,5.37,0.0,63.37
20229,5.83,0.0,42.35
20230,5.51,0.0,62.57
20231,5.51,0.0,56.24
20232,3.71,0.0,65.85
20233,6.58,0.0,66.13
20234,5.15,0.0,53.57
20235,4.38,0.0,60.3
20236,3.92,0.0,57.45
20237,7.48,0.0,57.73
20238,18.25,0.0,66.85
20239,5.08,0.0,71.67
20240,3.79,0.0,62.5
20241,3.17,0.0,51.42
20242,1.18,0.0,45.05
20243,5.26,0.0,50.61
20244,6.54,0.0,70.51
20245,7.01,0.0,63.99
20246,9.44,0.0,50.97
20247,9.64,0.0,68.99
20248,5.94,0.1003,61.08
20249,5.66,0.0,67.71
20250,5.58,0.0038,64.12
20251,6.34,0.0,59.6
20252,7.14,0.0,66.1
20253,6.21,0.0,58.84
20254,4.55,0.0,68.01
20255,9.48,0.0038,66.33
20256,7.2,0.0,54.5
20257,6.39,0.0,54.78
20258,4.73,0.0,66.95
20259,17.38,0.0,53.6
20260,9.06,0.0,64.89
20261,4.66,0.0,61.2
20262,6.75,0.0,68.4
20263,3.5,0.0,59.37
20264,4.35,0.0051,80.26
20265,2.14,0.0,62.8
20266,5.98,0.0,70.36
20267,7.34,0.0,58.94
20268,7.44,0.0,65.47
20269,3.59,0.0,63.83
20270,4.04,0.0,44.19
20271,6.8,0.0,58.71
20272,6.77,0.0,61.33
20273,4.99,0.0,65.01
20274,0.84,0.0,78.42
20275,4.58,0.0,68.7
20276,1.68,0.0,46.28
20277,8.48,0.0,58.36
20278,2.99,0.0,50.06
20279,9.53,0.0,56.89
20280,17.12,0.0,50.01
20281,1.96,0.0,58.73
20282,4.88,0.0,54.5
20283,6.01,0.0,51.99
20284,5.48,0.0,53.12
20285,6.51,0.0,77.74
20286,1.35,0.0,51.41
20287,5.18,0.0,48.36
20288,6.07,0.0,55.86
20289,16.69,0.0,54.22
20290,2.84,0.0,59.33
20291,8.16,0.0,56.91
20292,13.8,0.0015,64.45
20293,4.69,0.0,56.88
20294,8.7,0.0029,58.23
20295,2.41,0.0,73.81
20296,6.59,0.0,73.48
20297,4.31,0.0,62.59
20298,3.41,0.0027,59.41
20299,7.19,0.0,58.24
20300,5.52,0.0,63.38
20301,5.44,0.0,52.76
20302,7.24,0.0,71.61
20303,3.38,0.0073,49.54
20304,7.85,0.0,66.04
20305,6.32,0.0019,67.76
20306,3.99,0.0,67.84
20307,12.26,0.0128,41.06
20308,6.83,0.0,67.21
20309,15.9,0.0,55.78
20310,7.69,0.0,73.82
20311,5.56,0.0017,62.26
20312,11.06,0.0,52.3
20313,1.69,0.0,62.22
20314,1.46,0.0,51.08
20315,3.62,0.0,44.05
20316,7.8,0.0,67.21
20317,4.09,0.0,48.18
20318,1.79,0.0034,35.03
20319,6.02,0.0,54.34
20320,7.69,0.0,57.11
20321,3.99,0.0,50.62
20322,5.87,0.0,48.64
20323,4.92,0.0,58.96
20324,8.94,0.0,49.75
20325,4.09,0.0,61.58
20326,2.02,0.0,64.23
20327,6.57,0.0,47.69
20328,7.04,0.0,58.76
20329,3.6,0.0,55.89
20330,5.4,0.0,59.81
20331,6.66,0.0,57.48
20332,8.21,0.0,46.77
20333,9.11,0.0,69.97
20334,1.26,0.0,47.98
20335,8.05,0.0,49.82
20336,5.51,0.0,63.75
20337,5.14,0.0,62.51
20338,5.35,0.0,42.44
20339,5.19,0.0,56.01
20340,5.45,0.0,45.27
20341,10.99,0.0,57.61
20342,6.46,0.0,53.07
20343,4.1,0.0,52.94
20344,3.1,0.0,67.21
20345,3.1,0.0,56.38
20346,8.49,0.0,52.03
20347,7.47,0.0,64.33
20348,10.94,0.0,54.47
20349,2.87,0.0,55.92
20350,0.58,0.0,59.63
20351,9.32,0.0,57.31
20352,0.37,0.0,61.06
20353,5.78,0.0,58.04
20354,5.13,0.0,52.98
20355,0.56,0.0,58.49
20356,3.79,0.0,62.56
20357,3.91,0.0,70.87
20358,4.65,0.0003,60.8
20359,3.08,0.0,36.39
20360,6.97,0.0706,56.61
20361,7.3,0.0,58.2
20362,6.19,0.0,57.91
20363,4.55,0.0007,57.33
20364,6.33,0.0,62.4
20365,7.61,0.0,54.82
20366,5.67,0.0,45.86
20367,6.63,0.0,67.99
20368,4.29,0.0,64.88
20369,1.49,0.0,58.35
20370,4.53,0.0,52.16
20371,4.83,0.0,52.73
20372,6.83,0.0,56.9
20373,4.08,0.0,49.53
20374,13.81,0.0,55.98
20375,5.34,0.0,59.88
20376,7.33,0.0,57.69
20377,13.73,0.0011,73.04
20378,5.87,0.0,56.42
20379,8.25,0.0,53.59
20380,1.64,0.0,71.8
20381,7.24,0.0,60.26
20382,9.2,0.0,47.12
20383,3.96,0.0,68.24
20384,2.57,0.0306,66.9
20385,2.07,0.0,75.5
20386,4.74,0.0,50.3
20387,6.23,0.0,68.27
20388,8.1,0.0,58.61
20389,8.12,0.0,55.0
20390,10.58,0.0,61.82
20391,10.71,0.0053,58.9
20392,1.5,0.0,50.43
20393,12.2,0.0,66.5
20394,4.41,0.0,60.67
20395,5.32,0.0,55.79
20396,3.69,0.0,57.59
20397,4.42,0.0,53.84
20398,8.15,0.0,59.96
20399,8.68,0.0,44.49
20400,6.93,0.0,61.11
20401,4.57,0.0,63.68
20402,3.0,0.0137,62.23
20403,10.73,0.0,61.88
20404,1.09,0.0032,60.27
20405,5.68,0.0,63.17
20406,8.71,0.0,52.71
20407,3.72,0.0,52.67
20408,1.84,0.0,52.64
20409,3.89,0.0,60.69
20410,7.0,0.0,50.13
20411,6.52,0.0,53.99
20412,4.54,0.0,52.13
20413,7.2,0.0,55.84
20414,3.5,0.0,62.78
20415,7.66,0.0,65.86
20416,4.91,0.0,54.73
20417,14.22,0.0,54.3
20418,7.38,0.0,63.56
20419,5.29,0.0,66.35
20420,1.74,0.0,67.83
20421,2.55,0.0027,68.77
20422,12.39,0.0,64.62
20423,3.48,0.0,57.81
20424,1.36,0.0021,60.19
20425,14.86,0.0,46.69
20426,9.09,0.0019,54.99
20427,2.26,0.0,68.73
20428,4.38,0.0,42.89
20429,0.61,0.002,63.12
20430,5.82,0.0,56.03
20431,3.22,0.0045,66.65
20432,7.73,0.0,60.69
20433,9.37,0.0,62.18
20434,2.24,0.0,63.89
20435,10.73,0.0,65.26
20436,8.89,0.0,53.33
20437,2.36,0.0,59.16
20438,10.45,0.0,54.87
20439,8.04,0.001,64.97
20440,10.14,0.0,44.72
20441,3.92,0.0,55.35
20442,4.23,0.0,67.27
20443,2.54,0.0,53.76
20444,5.88,0.0022,77.98
20445,6.67,0.0,64.98
20446,5.12,0.0,57.49
20447,5.14,0.0,54.22
20448,2.22,0.0,56.34
20449,8.32,0.0,58.75
20450,13.43,0.0,53.65
20451,5.94,0.0,64.29
20452,2.26,0.0,54.43
20453,9.34,0.0,45.94
20454,13.53,0.0,45.45
20455,12.01,0.0,65.03
20456,7.02,0.0,53.86
20457,2.72,0.0028,47.59
20458,5.83,0.0,60.04
20459,4.77,0.0,41.98
20460,5.14,0.0,48.1
20461,3.32,0.0,48.6
20462,5.94,0.0,44.27
20463,-0.05,0.0,70.13
20464,4.04,0.0067,74.84
20465,7.04,0.0,55.38
20466,7.37,0.0,47.76
20467,10.77,0.0,64.4
20468,6.55,0.0,49.36
20469,2.19,0.0,70.58
20470,1.67,0.0252,61.83
20471,5.52,0.0,63.67
20472,4.35,0.0,57.79
20473,5.85,0.0,51.95
20474,3.13,0.007,72.83
20475,7.51,0.0,64.27
20476,4.8,0.0,57.84
20477,5.99,0.0,52.83
20478,7.56,0.002,54.58
20479,10.36,0.0,70.28
20480,7.39,0.0,64.52
20481,3.59,0.0,68.05
20482,7.58,0.0,70.18
20483,6.88,0.0024,64.88
20484,1.26,0.0,61.16
20485,4.51,0.0,56.34
20486,4.92,0.0,54.43
20487,9.97,0.0,63.87
20488,8.23,0.0,68.24
20489,4.76,0.0,56.25
20490,9.02,0.1691,64.6
20491,0.93,0.0,59.65
20492,5.76,0.0,58.37
20493,5.52,0.0,69.83
20494,5.4,0.0,59.21
20495,1.45,0.0,61.5
20496,6.09,0.0,58.73
20497,2.03,0.0,65.69
20498,2.8,0.0,52.25
20499,4.21,0.0,47.6
20500,3.3,0.0,61.61
20501,4.55,0.0,44.64
20502,6.38,0.0,60.86
20503,14.29,0.0,61.5
20504,6.13,0.0,56.81
20505,4.4,0.0,63.48
20506,7.01,0.0,55.47
20507,6.94,0.0,41.62
20508,5.83,0.0066,56.44
20509,9.83,0.0,58.44
20510,1.5,0.0,66.58
20511,0.7,0.0,68.09
20512,1.82,0.0,67.1
20513,6.96,0.0,53.92
20514,2.6,0.0,59.28
20515,15.08,0.0,69.94
20516,11.09,0.0051,47.79
20517,1.17,0.0,68.17
20518,3.47,0.0,69.21
20519,6.92,0.0,67.85
20520,2.47,0.0,60.84
20521,2.47,0.0,53.78
20522,4.1,0.0,32.04
20523,8.62,0.0,61.73
20524,6.19,0.0,58.39
20525,2.17,0.0,54.94
20526,4.52,0.0,51.15
20527,5.41,0.0,48.58
20528,6.32,0.0,55.89
20529,10.74,0.0,52.8
20530,6.55,0.0,55.65
20531,12.77,0.0,49.44
20532,11.22,0.0,52.55
20533,8.24,0.0,65.0
20534,3.83,0.0,58.16
